순위,단어,품사,풀이,등급
3058.0,판매하다,동,販賣-,B
5836.0,판사01,명,判事,C
957.0,팔01,명,신체의 일부,A
16291.0,팔03,수,八,A
657.0,팔다,동,,A
3253.0,팔리다,동,,B
29719.0,팔십,수,八十,A
1527.0,팔월,명,八月,A
17797.0,팝송,명,pop song,C
5301.0,패션01,명,fashion,B
4317.0,팩03,명,pack,B
17800.0,팩스,명,fax,C
7946.0,팩시밀리,명,facsimile,C
5992.0,팬01,명,애호가,B
2816.0,팬03,명,pan,B
7407.0,팬티,명,panties,B
124.0,퍼센트,의,percent,A
1596.0,퍼지다,동,,C
4570.0,퍽02,부,~ 궁금하다,C
9838.0,페인트02,명,paint,C
3507.0,펴내다,동,,C
916.0,펴다,동,,B
939.0,편04,의,바람이 부는 ~,C
8600.0,편05,의,기차 ~,C
942.0,편09,의,篇,B
5570.0,편견,명,偏見,C
2300.0,편리하다,형,便利-,B
2397.0,편안하다01,형,便安-,B
4951.0,편의02,명,便宜,C
37520.0,편의점,명,便宜店,C
952.0,편지02,명,便紙,A
1449.0,편하다,형,便-,B
7409.0,편히,부,便-,B
2169.0,펼쳐지다,동,,B
1450.0,평02,의,坪,C
5427.0,평03,명,評,C
893.0,평가03,명,評價,C
3613.0,평가되다,동,評價-,C
2089.0,평가하다,동,評價-,C
1406.0,평균,명,平均,C
2785.0,평범하다,형,平凡-,B
9842.0,평상시,명,平常時,C
2185.0,평생,명,平生,B
1469.0,평소,명,平素,B
,평양,고,平壤,C
10314.0,평일,명,平日,B
1373.0,평화02,명,平和,B
5428.0,평화롭다,형,平和-,C
4952.0,폐지02,명,廢止,C
8602.0,포근하다,형,,C
1501.0,포기하다01,동,抛棄-,B
8603.0,포도06,명,葡萄,A
4170.0,포도주,명,葡萄酒,B
5159.0,포스터01,명,poster,B
7410.0,포인트,명,point,C
4246.0,포장01,명,包裝,B
6155.0,포장마차,명,布帳馬車,C
7411.0,포크01,명,fork,C
5160.0,포함02,명,包含,C
2148.0,포함되다01,동,包含-,B
1128.0,포함하다02,동,包含-,B
1543.0,폭06,명,幅,B
3448.0,폭넓다,형,幅-,C
1425.0,폭력,명,暴力,C
2672.0,표02,명,表,C
2090.0,표04,명,票,A
2488.0,표면,명,表面,C
5429.0,표시01,명,表示,C
5430.0,표시02,명,標示,C
4318.0,표시하다01,동,表示-,B
8978.0,표시하다02,동,標示-,C
396.0,표정03,명,表情,B
4029.0,표준01,명,標準,C
524.0,표현,명,表現,B
3449.0,표현되다,동,表現-,C
730.0,표현하다,동,表現-,B
6156.0,푸다01,동,,C
1227.0,푸르다,형,,B
4478.0,푹01,부,,B
6157.0,풀01,명,~을 바르다,B
2539.0,풀02,명,~을 베다,B
558.0,풀다,동,,B
1737.0,풀리다,동,,B
10321.0,풀어지다,동,,C
3095.0,품01,명,옷이 ~이 크다,C
3254.0,품다01,동,가슴에 ~,C
2673.0,품목01,명,品目,C
2729.0,품질03,명,品質,C
2398.0,풍경01,명,風景,B
1903.0,풍부하다,형,豊富-,C
4571.0,풍속01,명,風俗,C
3380.0,풍습01,명,風習,C
,프랑스,고,France,A
1769.0,프로03,명,professional,B
2786.0,프로04,명,program,B
356.0,프로그램,명,program,B
5302.0,프린터,명,printer,C
5572.0,플라스틱,명,plastic,B
1811.0,피02,명,~를 흘리다,B
9395.0,피곤,명,疲困,C
2641.0,피곤하다,형,疲困-,A
1770.0,피다01,동,꽃이 ~,B
5303.0,피디,명,PD,C
3135.0,피로02,명,疲勞,B
8981.0,피로하다02,형,疲勞-,B
6158.0,피망,명,&프piment,C
1194.0,피부02,명,皮膚,B
2984.0,피시03,명,PC,B
4572.0,피아노01,명,piano,A
1239.0,피우다01,동,,A
8264.0,피자,명,&이pizza,A
818.0,피하다,동,避-,C
1049.0,피해01,명,被害,C
3337.0,피해자,명,被害者,C
6159.0,필름,명,film,B
6926.0,필수02,명,必須,C
3338.0,필수적,명,必須的,C
4662.0,필연적,명,必然的,C
342.0,필요,명,必要,A
2091.0,필요성,명,必要性,C
251.0,필요하다,형,必要-,A
2051.0,필자02,명,筆者,C
19748.0,필통,명,筆筒,B
4573.0,핑계,명,,C
8982.0,하04,명,下,C
3169.0,하긴,부,,C
119.0,하나,수,,A
242.0,하나,명,,A
8605.0,하나님,명,,C
6335.0,하나하나,명,,C
5304.0,하나하나,부,,C
3555.0,하느님,명,,C
344.0,하늘01,명,,A
7.0,하다01,보,,A
2.0,하다01,동,,A
3614.0,하도01,부,,C
3509.0,하드웨어,명,hardware,C
361.0,하루01,명,,B
4663.0,하룻밤,명,,C
5431.0,하반기,명,下半期,C
3898.0,하숙집,명,下宿-,B
12197.0,하순01,명,下旬,C
57151.0,하얀색,명,-色,B
1528.0,하얗다,형,,B
2753.0,하여튼,부,何如-,B
467.0,하지만,부,,A
2301.0,하천02,명,河川,C
6928.0,하품01,명,,B
3960.0,하필02,부,何必,C
3255.0,하하01,부,,B
7663.0,학과01,명,學科,C
125.0,학교,명,學校,A
9853.0,학교생활,명,學校生活,C
3899.0,학급,명,學級,C
2515.0,학기02,명,學期,B
512.0,학년,명,學年,A
8610.0,학력02,명,學歷,C
3450.0,학번,명,學番,C
3301.0,학부모,명,學父母,C
9398.0,학비,명,學費,C
238.0,학생,명,學生,A
19755.0,학생증,명,學生證,B
4172.0,학술,명,學術,C
2564.0,학습,명,學習,B
3339.0,학용품,명,學用品,C
3451.0,학원02,명,學院,B
5305.0,학위,명,學位,C
1875.0,학자01,명,學者,C
6720.0,학점,명,學點,C
27.0,한01,관,,A
3720.0,한05,명,恨,C
1050.0,한06,명,限,C
3381.0,한가운데,명,,C
6721.0,한가하다02,형,閑暇-,C
,한강,고,漢江,A
10329.0,한겨울,명,,C
6160.0,한결,부,,C
1003.0,한계,명,限界,C
5432.0,한구석,명,,C
,한국,고,韓國,A
6930.0,한국말,명,韓國-,A
2642.0,한국어,명,韓國語,A
8267.0,한국적,명,韓國的,B
1267.0,한글01,명,,A
22156.0,한글날,명,,C
2274.0,한꺼번에,부,,B
7956.0,한낮,명,,C
4750.0,한눈01,명,~에 반하다,C
8985.0,한데03,부,,C
2516.0,한동안,명,,B
1712.0,한두,관,,B
9855.0,한둘,수,,B
1713.0,한때,명,,C
,한라산,고,漢拏山,B
804.0,한마디,명,,C
4110.0,한문03,명,漢文,C
,한반도,고,韓半島,C
7417.0,한밤중,명,-中,C
382.0,한번,명,-番,A
2614.0,한복,명,韓服,A
4479.0,한순간,명,-瞬間,C
2227.0,한숨02,명,~을 쉬다,B
22159.0,한식04,명,韓食,C
6163.0,한여름,명,,C
2643.0,한자02,명,漢字,A
5067.0,한잔,명,-盞,B
6507.0,한잔하다,동,­盞-,B
3382.0,한정되다,동,限定-,C
8613.0,한정하다01,동,限定-,C
1511.0,한쪽,명,,B
1612.0,한참,명,,B
3615.0,한창01,부,,C
4574.0,한층,부,-層,C
635.0,한편,부,-便,B
948.0,한편,명,-便,B
10331.0,한평생01,명,-平生,C
5433.0,한하다02,동,限-,C
536.0,할머니,명,,A
682.0,할아버지,명,,A
7958.0,할인01,명,割引,B
95.0,함께,부,,A
6508.0,함께하다,동,,C
2754.0,함부로,부,,B
6725.0,합격,명,合格,B
6509.0,합격하다,동,合格-,C
3302.0,합리적,명,合理的,C
2817.0,합치다,동,合-,B
6337.0,합하다,동,合-,C
6165.0,항공,명,航空,C
5694.0,항공기,명,航空機,C
4030.0,항구03,명,港口,C
754.0,항상,부,恒常,A
3059.0,항의01,명,抗議,C
1551.0,해01,의,,A
755.0,해01,명,,A
9407.0,해11,명,害,C
1968.0,해결02,명,解決,B
3170.0,해결되다,동,解決-,C
1147.0,해결하다,동,解決-,B
3900.0,해군01,명,海軍,C
3383.0,해내다,동,,C
5435.0,해답,명,解答,C
3060.0,해당05,명,該當,C
3557.0,해당되다,동,該當-,C
2186.0,해당하다04,동,該當-,C
5995.0,해롭다,형,害-,C
2540.0,해마다,부,,B
9859.0,해물,명,海物,C
3097.0,해석03,명,解析,C
2911.0,해석04,명,解釋,B
3304.0,해석하다02,동,解釋-,C
4955.0,해설03,명,解說,C
4247.0,해소03,명,解消,C
5436.0,해소하다01,동,解消-,C
10333.0,해수욕장,명,海水浴場,C
3616.0,해안02,명,海岸,C
1387.0,해외,명,海外,B
9409.0,해외여행,명,海外旅行,B
1914.0,핵,명,核,C
1802.0,핵심,명,核心,C
6339.0,핸드백,명,handbag,C
10334.0,핸드폰,명,hand phone,A
8275.0,햄04,명,ham,C
6340.0,햄버거,명,hamburger,A
4751.0,햇볕,명,,B
2949.0,햇빛,명,,B
2489.0,햇살,명,,B
445.0,행동,명,行動,B
2429.0,행동하다,동,行動-,B
1969.0,행복02,명,幸福,B
1891.0,행복하다,형,幸福-,B
1138.0,행사01,명,行事,B
4392.0,행사02,명,行使,C
4575.0,행운02,명,幸運,C
521.0,행위,명,行爲,C
4319.0,행하다,동,行-,C
4248.0,행해지다,동,行-,C
3136.0,향03,명,香,C
2755.0,향기01,명,香氣,B
3171.0,향상01,명,向上,C
8619.0,향상되다,동,向上-,C
4393.0,향수04,명,香水,B
419.0,향하다,동,向-,B
3452.0,허가01,명,許可,C
5839.0,허락,명,許諾,C
5437.0,허락하다,동,許諾-,C
1082.0,허리01,명,,A
4032.0,허용,명,許容,C
4394.0,허용되다,동,許容-,C
2882.0,허용하다,동,許容-,B
10337.0,허허01,부,,C
4956.0,헌,관,,B
3453.0,헤매다,동,,C
3211.0,헤아리다,동,,C
2228.0,헤어지다,동,,B
4033.0,헬기,명,helicopter機,C
2260.0,혀01,명,,B
1757.0,현04,관,現,C
4249.0,현관01,명,玄關,B
5998.0,현관문,명,玄關門,C
2302.0,현금04,명,現金,B
553.0,현대01,명,現代,B
4250.0,현대인,명,現代人,C
10903.0,현대적,명,現代的,C
325.0,현상04,명,現象,C
280.0,현실02,명,現實,C
1984.0,현실적,명,現實的,C
789.0,현장03,명,現場,C
411.0,현재02,부,現在,B
823.0,현재02,명,現在,B
2756.0,현지03,명,現地,B
4173.0,혈액,명,血液,C
2052.0,협력,명,協力,C
702.0,형01,명,兄,A
9871.0,형05,명,型,C
1318.0,형님,명,兄-,B
3257.0,형부01,명,兄夫,B
2430.0,형사02,명,刑事,C
1281.0,형성01,명,形成,C
1502.0,형성되다,동,形成-,C
2106.0,형성하다,동,形成-,C
19808.0,형수01,명,兄嫂,C
832.0,형식01,명,形式,C
5163.0,형식적,명,形式的,C
2107.0,형제01,명,兄弟,B
421.0,형태,명,形態,C
2123.0,형편01,명,形便,C
4251.0,혜택,명,惠澤,C
1544.0,호14,의,號,A
2818.0,호기심,명,好奇心,C
5164.0,호남02,명,湖南,C
2150.0,호랑이,명,虎狼-,B
3617.0,호박01,명,,C
6166.0,호선80,의,號線. 1~,B
4252.0,호수07,명,湖水,B
10343.0,호실01,명,號室,C
,호주,고,濠洲,A
5069.0,호주머니,명,胡-,C
2460.0,호텔,명,hotel,A
2376.0,호흡,명,呼吸,C
1426.0,혹시01,부,或是,C
936.0,혹은,부,或-,B
9876.0,혼나다,동,魂-,C
367.0,혼자01,명,,A
8997.0,혼잣말,명,,C
3559.0,홀로,부,,C
8626.0,홈페이지,명,homepage,B
2787.0,홍보01,명,弘報,C
4753.0,홍수02,명,洪水,C
15078.0,홍차,명,紅茶,B
1714.0,화06,명,~를 내다,A
3172.0,화가03,명,畵家,B
8998.0,화나다,동,火-,B
2108.0,화려하다,형,華麗-,B
1758.0,화면05,명,畵面,C
3340.0,화분01,명,花盆,B
4174.0,화살01,명,,C
13987.0,화요일,명,火曜日,A
3510.0,화장02,명,化粧,C
1904.0,화장실,명,化粧室,A
6516.0,화장지01,명,化粧紙,C
1936.0,화장품,명,化粧品,B
4175.0,화재01,명,火災,C
1985.0,화제07,명,話題,C
2303.0,화학01,명,化學,C
4253.0,확02,부,,C
2674.0,확대되다02,동,擴大-,B
2261.0,확대하다02,동,擴大-,B
5438.0,확립하다,동,確立-,C
3061.0,확보01,명,確保,C
3671.0,확산되다,동,擴散-,C
5841.0,확신01,명,確信,C
5439.0,확신하다,동,確信-,C
1561.0,확실하다,형,確實-,B
2399.0,확실히,부,確實-,B
2788.0,확인02,명,確認,B
3098.0,확인되다,동,確認-,C
905.0,확인하다,동,確認-,B
3845.0,확장,명,擴張,C
3783.0,확정02,명,確定,C
7153.0,환갑02,명,還甲,B
281.0,환경02,명,環境,B
3062.0,환경오염,명,環境汚染,C
8282.0,환영02,명,歡迎,B
6730.0,환영하다,동,歡迎-,C
5575.0,환율,명,換率,C
689.0,환자03,명,患者,A
3341.0,환하다01,형,,C
5576.0,활기02,명,活氣,C
309.0,활동02,명,活動,B
2615.0,활동하다01,동,活動-,B
2304.0,활발하다,형,活潑-,B
6000.0,활발해지다,동,活潑-,C
5698.0,활발히,부,活潑-,C
3963.0,활용,명,活用,C
1746.0,활용하다,동,活用-,B
4320.0,활짝,부,,C
768.0,회08,의,回,C
2730.0,회견,명,會見,C
4856.0,회관,명,會館,C
2036.0,회복,명,回復,C
6001.0,회복되다,동,回復-,C
3022.0,회복하다,동,回復-,B
389.0,회사04,명,會社,A
3964.0,회색01,명,灰色,B
1730.0,회원,명,會員,B
537.0,회의04,명,會議,A
5308.0,회의05,명,懷疑,C
612.0,회장07,명,會長,B
6168.0,회전04,명,回轉,C
5700.0,회화05,명,繪畵,B
6939.0,횟수,명,回數,C
8633.0,횡단보도,명,橫斷步道,B
566.0,효과01,명,效果,B
1694.0,효과적,명,效果的,C
7430.0,효도01,명,孝道,C
9002.0,효도하다,동,孝道-,C
3903.0,효율적,명,效率的,C
9421.0,효자01,명,孝子,C
149.0,후08,명,後,A
2518.0,후기03,명,後期,C
1803.0,후반01,명,後半,C
2541.0,후배06,명,後輩,B
1256.0,후보04,명,候補,C
2262.0,후춧가루,명,,B
7678.0,후회01,명,後悔,C
5166.0,후회하다,동,後悔-,B
1408.0,훈련,명,訓鍊,C
966.0,훌륭하다,형,,B
2731.0,훔치다02,동,물건을 ~,C
642.0,훨씬,부,,B
2542.0,휴가01,명,休暇,B
3258.0,휴식02,명,休息,C
5070.0,휴일,명,休日,A
6169.0,휴지02,명,休紙,A
10353.0,휴지통,명,休紙桶,A
3384.0,흉내,명,,C
10355.0,흐려지다,동,,C
459.0,흐르다01,동,,B
1409.0,흐름,명,,C
6941.0,흐리다01,동,물을 ~,C
5845.0,흐리다02,형,날이 ~,B
4962.0,흑백,명,黑白,C
3619.0,흑인,명,黑人,C
1234.0,흔들다,동,,B
2377.0,흔들리다,동,,C
2732.0,흔적,명,痕跡,C
1655.0,흔하다,형,,C
1004.0,흔히,부,,B
3023.0,흘러가다,동,,B
2985.0,흘러나오다,동,,B
4666.0,흘러내리다,동,,C
1308.0,흘리다,동,,B
1715.0,흙01,명,,B
3024.0,흥미,명,興味,B
5702.0,흥미롭다,형,興味-,C
5441.0,흥분,명,興奮,C
5442.0,흥분하다,동,興奮-,C
2400.0,흩어지다,동,,C
2431.0,희곡,명,戱曲,C
1366.0,희다,형,,B
1529.0,희망,명,希望,B
10356.0,희망하다,동,希望-,C
4963.0,희생,명,犧牲,C
6002.0,희생하다,동,犧牲-,C
1999.0,흰색,명,-色,A
224.0,힘01,명,,A
5443.0,힘겹다,형,,C
6524.0,힘껏,부,,C
489.0,힘들다,형,,A
10357.0,힘들어하다,동,,C
3305.0,힘쓰다,동,,C
9013.0,힘없이,부,,C
3846.0,힘차다,형,,C
